Time,Activity,Interruption,Changed_Activity,AC_status,AC_Setting,TV_status,Light_status,After_Interruption_AC_status,After_Interruption_AC_Setting,After_Interruption_TV_status,After_Interruption_TV_Setting,After_Interruption_Light_status,After_Interruption_Light_Setting
2025-04-11 22:30:00,set_alarms,,,On,21,Off,On,,,,,,
2025-04-11 23:00:00,watch_media,,,On,23,On,On,,,,,,
2025-04-11 23:30:00,communicate,,,On,23,On,On,,,,,,
2025-05-01 00:00:00,do_laundry,,,On,22,Off,Off,,,,,,
2025-05-01 00:30:00,nap,,,On,22,Off,Off,,,,,,
2025-05-01 01:00:00,cook,,,On,24,Off,On,,,,,,
2025-05-01 01:30:00,group_project,,,On,24,Off,On,,,,,,
2025-05-01 02:00:00,organize,,,On,24,Off,On,,,,,,
2025-05-01 02:30:00,listen_music,,,On,24,Off,On,,,,,,
2025-05-01 03:00:00,listen_music,,,On,24,Off,On,,,,,,
2025-05-01 03:30:00,prepare_for_bed,,,On,21,Off,On,,,,,,
2025-05-01 04:00:00,prepare_for_bed,,,On,21,Off,On,,,,,,
2025-05-01 04:30:00,browse_social_media,Food Delivery Arrival,eat,On,21,Off,On,On,21.0,Off,0.0,On,30.0
2025-05-01 05:00:00,take_out_trash,Food Delivery Arrival,eat,On,21,Off,On,On,21.0,Off,0.0,On,30.0
2025-05-01 05:30:00,sleep,,,On,22,Off,On,,,,,,
2025-05-01 06:00:00,wake_up,,,On,24,Off,On,,,,,,
2025-05-01 06:30:00,study,,,On,25,Off,On,,,,,,
2025-05-01 07:00:00,shop_online,,,On,25,Off,On,,,,,,
2025-05-01 07:30:00,brush_teeth,,,On,25,Off,On,,,,,,
2025-05-01 08:00:00,take_out_trash,,,On,25,Off,On,,,,,,
2025-05-01 08:30:00,get_dressed,,,On,25,Off,On,,,,,,
2025-05-01 09:00:00,brush_teeth,Social Media Notification,browse_social_media,On,25,Off,On,On,25.0,Off,0.0,On,100.0
2025-05-01 09:30:00,do_laundry,,,On,25,Off,On,,,,,,
2025-05-01 10:00:00,listen_music,,,On,25,Off,On,,,,,,
2025-05-01 10:30:00,shower,,,Off,25,Off,On,,,,,,
2025-05-01 11:00:00,cook,,,On,24,Off,On,,,,,,
2025-05-01 11:30:00,eat_takeout,,,On,24,Off,On,,,,,,
2025-05-01 12:00:00,shop_online,Weather Alert,do_laundry,On,24,Off,On,On,24.0,Off,0.0,On,100.0
2025-05-01 12:30:00,socialize,,,On,24,On,On,,,,,,
2025-05-01 13:00:00,study,,,On,23,On,On,,,,,,
2025-05-01 13:30:00,organize,,,On,23,On,On,,,,,,
2025-05-01 14:00:00,study,,,On,25,On,On,,,,,,
2025-05-01 14:30:00,watch_media,,,On,22,On,On,,,,,,
2025-05-01 15:00:00,shower,,,Off,22,On,On,,,,,,
2025-05-01 15:30:00,game,,,On,21,On,On,,,,,,
2025-05-01 16:00:00,grocery_shop,,,On,21,On,On,,,,,,
2025-05-01 16:30:00,grocery_shop,,,On,21,On,On,,,,,,
2025-05-01 17:00:00,read,,,On,21,On,On,,,,,,
2025-05-01 17:30:00,browse_social_media,,,On,21,On,On,,,,,,
2025-05-01 18:00:00,study,,,On,23,On,On,,,,,,
2025-05-01 18:30:00,clean,,,On,23,On,On,,,,,,
2025-05-01 19:00:00,communicate,,,On,23,On,On,,,,,,
2025-05-01 19:30:00,do_laundry,,,On,23,On,On,,,,,,
2025-05-01 20:00:00,shop_online,,,On,23,On,On,,,,,,
2025-05-01 20:30:00,prepare_for_bed,,,On,22,Off,On,,,,,,
2025-05-01 21:00:00,set_alarms,,,On,22,Off,On,,,,,,
2025-05-01 21:30:00,prepare_for_bed,,,On,22,Off,On,,,,,,
2025-05-01 22:00:00,watch_media,,,On,24,On,On,,,,,,
2025-05-01 22:30:00,pay_bills,,,On,24,On,On,,,,,,
2025-05-01 23:00:00,charge_devices,,,On,24,On,On,,,,,,
2025-05-01 23:30:00,organize,,,On,24,On,On,,,,,,
2024-12-20 00:00:00,do_laundry,,,On,22,Off,Off,,,,,,
2024-12-20 00:30:00,watch_media,,,On,24,On,On,,,,,,
2024-12-20 01:00:00,browse_social_media,,,On,24,On,On,,,,,,
2024-12-20 01:30:00,eat_takeout,,,On,24,On,On,,,,,,
2024-12-20 02:00:00,communicate,,,On,24,On,On,,,,,,
2024-12-20 02:30:00,take_out_trash,,,On,24,On,On,,,,,,
2024-12-20 03:00:00,group_project,,,On,24,On,On,,,,,,
2024-12-20 03:30:00,group_project,,,On,24,On,On,,,,,,
2024-12-20 04:00:00,read,,,On,24,On,On,,,,,,
2024-12-20 04:30:00,drink,,,On,24,On,On,,,,,,
2024-12-20 05:00:00,shower,,,Off,24,On,On,,,,,,
2024-12-20 05:30:00,eat_breakfast,,,Off,24,On,On,,,,,,
2024-12-20 06:00:00,sleep,,,On,22,Off,On,,,,,,
2024-12-20 06:30:00,get_dressed,,,On,22,Off,On,,,,,,
2024-12-20 07:00:00,sleep,,,On,21,Off,On,,,,,,
2024-12-20 07:30:00,exercise,Received an Important Email,exercise,On,18,Off,On,On,18.0,Off,47.0,On,100.0
2024-12-20 08:00:00,wake_up,,,On,23,Off,On,,,,,,
2024-12-20 08:30:00,get_dressed,,,On,23,Off,On,,,,,,
2024-12-20 09:00:00,attend_online_class,,,On,23,Off,On,,,,,,
2024-12-20 09:30:00,wake_up,Loud Noise Outside,shower,On,24,Off,On,On,24.0,Off,47.0,On,70.0
2024-12-20 10:00:00,clean,,,On,24,Off,On,,,,,,
2024-12-20 10:30:00,communicate,,,On,24,Off,On,,,,,,
2024-12-20 11:00:00,eat_breakfast,,,On,24,Off,On,,,,,,
2024-12-20 11:30:00,do_laundry,,,On,24,Off,On,,,,,,
2024-12-20 12:00:00,exercise,Unexpected Guest,exercise,On,19,Off,On,On,19.0,Off,47.0,On,100.0
2024-12-20 12:30:00,pay_bills,,,On,19,Off,On,,,,,,
2024-12-20 13:00:00,grocery_shop,,,On,19,Off,On,,,,,,
2024-12-20 13:30:00,get_dressed,Weather Alert,get_dressed,On,19,Off,On,On,19.0,Off,47.0,On,100.0
2024-12-20 14:00:00,group_project,,,On,19,Off,On,,,,,,
2024-12-20 14:30:00,do_laundry,,,On,19,Off,On,,,,,,
2024-12-20 15:00:00,clean,,,On,19,Off,On,,,,,,
2024-12-20 15:30:00,group_project,,,On,19,Off,On,,,,,,
2024-12-20 16:00:00,game,,,On,22,On,On,,,,,,
2024-12-20 16:30:00,game,,,On,23,On,On,,,,,,
2024-12-20 17:00:00,study,,,On,24,On,On,,,,,,
2024-12-20 17:30:00,communicate,,,On,24,On,On,,,,,,
2024-12-20 18:00:00,drink,,,On,24,On,On,,,,,,
2024-12-20 18:30:00,journal,,,On,24,On,On,,,,,,
2024-12-20 19:00:00,eat_takeout,,,On,24,On,On,,,,,,
2024-12-20 19:30:00,grocery_shop,,,On,24,On,On,,,,,,
2024-12-20 20:00:00,nap,,,On,24,On,On,,,,,,
2024-12-20 20:30:00,drink,,,On,24,On,On,,,,,,
2024-12-20 21:00:00,watch_media,,,On,22,On,On,,,,,,
2024-12-20 21:30:00,meditate,,,On,22,On,On,,,,,,
2024-12-20 22:00:00,drink,,,On,22,On,On,,,,,,
2024-12-20 22:30:00,game,,,On,22,On,On,,,,,,
2024-12-20 23:00:00,socialize,,,On,22,On,On,,,,,,
2024-12-20 23:30:00,communicate,,,On,22,On,On,,,,,,
2025-01-01 00:00:00,pay_bills,,,On,22,Off,Off,,,,,,
2025-01-01 00:30:00,clean,,,On,22,Off,Off,,,,,,
2025-01-01 01:00:00,watch_media,Received an Important Email,watch_media,On,22,On,On,On,22.0,On,30.0,On,40.0
2025-01-01 01:30:00,clean,,,On,22,On,On,,,,,,
2025-01-01 02:00:00,shop_online,,,On,22,On,On,,,,,,
2025-01-01 02:30:00,browse_social_media,,,On,22,On,On,,,,,,
2025-01-01 03:00:00,prepare_for_bed,,,On,21,Off,On,,,,,,
2025-01-01 03:30:00,pay_bills,,,On,21,Off,On,,,,,,
2025-01-01 04:00:00,set_alarms,,,On,21,Off,On,,,,,,
2025-01-01 04:30:00,group_project,,,On,21,Off,On,,,,,,
2025-01-01 05:00:00,eat_breakfast,,,On,21,Off,On,,,,,,
2025-01-01 05:30:00,browse_social_media,,,On,21,Off,On,,,,,,
2025-01-01 06:00:00,brush_teeth,,,On,21,Off,On,,,,,,
2025-01-01 06:30:00,charge_devices,,,On,21,Off,On,,,,,,
2025-01-01 07:00:00,sleep,,,On,20,Off,On,,,,,,
2025-01-01 07:30:00,brush_teeth,,,On,20,Off,On,,,,,,
2025-01-01 08:00:00,clean,,,On,20,Off,On,,,,,,
2025-01-01 08:30:00,do_laundry,,,On,20,Off,On,,,,,,
2025-01-01 09:00:00,wake_up,,,On,23,Off,On,,,,,,
2025-01-01 09:30:00,shower,,,Off,23,Off,On,,,,,,
2025-01-01 10:00:00,clean,,,Off,23,Off,On,,,,,,
2025-01-01 10:30:00,shower,,,Off,23,Off,On,,,,,,
2025-01-01 11:00:00,eat_breakfast,,,Off,23,Off,On,,,,,,
2025-01-01 11:30:00,shower,,,Off,23,Off,On,,,,,,
2025-01-01 12:00:00,do_laundry,,,Off,23,Off,On,,,,,,
2025-01-01 12:30:00,take_out_trash,Pet Needs Attention,other,Off,23,Off,On,Off,22.0,Off,30.0,On,100.0
2025-01-01 13:00:00,clean,,,Off,22,Off,On,,,,,,
2025-01-01 13:30:00,set_alarms,,,Off,22,Off,On,,,,,,
2025-01-01 14:00:00,socialize,,,On,23,On,On,,,,,,
2025-01-01 14:30:00,do_laundry,,,On,23,On,On,,,,,,
2025-01-01 15:00:00,attend_online_class,Food Delivery Arrival,attend_online_class,On,23,On,On,On,23.0,On,36.0,On,70.0
2025-01-01 15:30:00,socialize,,,On,23,On,On,,,,,,
2025-01-01 16:00:00,take_out_trash,Pet Needs Attention,other,On,23,On,On,On,22.0,Off,40.0,On,100.0
2025-01-01 16:30:00,charge_devices,,,On,22,Off,On,,,,,,
2025-01-01 17:00:00,do_laundry,,,On,22,Off,On,,,,,,
2025-01-01 17:30:00,browse_social_media,,,On,22,Off,On,,,,,,
2025-01-01 18:00:00,cook,,,On,23,Off,On,,,,,,
2025-01-01 18:30:00,group_project,,,On,23,Off,On,,,,,,
2025-01-01 19:00:00,cook,,,On,25,Off,On,,,,,,
2025-01-01 19:30:00,browse_social_media,,,On,25,Off,On,,,,,,
2025-01-01 20:00:00,meditate,,,On,25,Off,On,,,,,,
2025-01-01 20:30:00,read,,,On,25,Off,On,,,,,,
2025-01-01 21:00:00,cook,,,On,24,Off,On,,,,,,
2025-01-01 21:30:00,organize,,,On,24,Off,On,,,,,,
2025-01-01 22:00:00,read,,,On,24,Off,On,,,,,,
2025-01-01 22:30:00,game,,,On,21,On,On,,,,,,
2025-01-01 23:00:00,charge_devices,,,On,21,On,On,,,,,,
2025-01-01 23:30:00,cook,,,On,24,On,On,,,,,,
2025-04-17 00:00:00,charge_devices,Doorbell,socialize,On,22,Off,Off,On,22.0,Off,0.0,Off,0.0
2025-04-17 00:30:00,grocery_shop,Loud Noise Outside,grocery_shop,On,22,Off,Off,On,22.0,Off,0.0,Off,0.0
2025-04-17 01:00:00,meditate,,,On,22,Off,Off,,,,,,
2025-04-17 01:30:00,read,,,On,22,Off,Off,,,,,,
2025-04-17 02:00:00,charge_devices,,,On,22,Off,Off,,,,,,
2025-04-17 02:30:00,drink,,,On,22,Off,Off,,,,,,
2025-04-17 03:00:00,shop_online,Social Media Notification,browse_social_media,On,22,Off,Off,On,22.0,Off,0.0,Off,0.0
2025-04-17 03:30:00,communicate,,,On,22,Off,Off,,,,,,
2025-04-17 04:00:00,meditate,,,On,22,Off,Off,,,,,,
2025-04-17 04:30:00,do_laundry,,,On,22,Off,Off,,,,,,
2025-04-17 05:00:00,get_dressed,Food Delivery Arrival,eat,On,22,Off,Off,On,22.0,Off,0.0,Off,0.0
2025-04-17 05:30:00,get_dressed,,,On,22,Off,Off,,,,,,
2025-04-17 06:00:00,sleep,,,On,21,Off,On,,,,,,
2025-04-17 06:30:00,set_alarms,,,On,21,Off,On,,,,,,
2025-04-17 07:00:00,wake_up,,,On,24,Off,On,,,,,,
2025-04-17 07:30:00,eat_breakfast,,,On,24,Off,On,,,,,,
2025-04-17 08:00:00,take_out_trash,,,On,24,Off,On,,,,,,
2025-04-17 08:30:00,sleep,,,On,21,Off,On,,,,,,
2025-04-17 09:00:00,read,,,On,21,Off,On,,,,,,
2025-04-17 09:30:00,study,,,On,23,Off,On,,,,,,
2025-04-17 10:00:00,grocery_shop,,,On,23,Off,On,,,,,,
2025-04-17 10:30:00,wake_up,,,On,24,Off,On,,,,,,
2025-04-17 11:00:00,shop_online,,,On,24,Off,On,,,,,,
2025-04-17 11:30:00,game,,,On,23,On,On,,,,,,
2025-04-17 12:00:00,listen_music,,,On,23,On,On,,,,,,
2025-04-17 12:30:00,clean,,,On,23,On,On,,,,,,
2025-04-17 13:00:00,game,,,On,23,On,On,,,,,,
2025-04-17 13:30:00,browse_social_media,,,On,23,On,On,,,,,,
2025-04-17 14:00:00,group_project,,,On,23,On,On,,,,,,
2025-04-17 14:30:00,charge_devices,,,On,23,On,On,,,,,,
2025-04-17 15:00:00,read,,,On,23,On,On,,,,,,
2025-04-17 15:30:00,nap,,,On,23,On,On,,,,,,
2025-04-17 16:00:00,read,,,On,23,On,On,,,,,,
2025-04-17 16:30:00,pay_bills,,,On,23,On,On,,,,,,
2025-04-17 17:00:00,drink,,,On,23,On,On,,,,,,
2025-04-17 17:30:00,socialize,,,On,22,On,On,,,,,,
2025-04-17 18:00:00,game,,,On,21,On,On,,,,,,
2025-04-17 18:30:00,journal,,,On,21,On,On,,,,,,
2025-04-17 19:00:00,watch_media,,,On,22,On,On,,,,,,
2025-04-17 19:30:00,communicate,,,On,22,On,On,,,,,,
2025-04-17 20:00:00,drink,,,On,22,On,On,,,,,,
2025-04-17 20:30:00,socialize,,,On,22,On,On,,,,,,
2025-04-17 21:00:00,prepare_for_bed,,,On,23,Off,On,,,,,,
2025-04-17 21:30:00,journal,,,On,23,Off,On,,,,,,
2025-04-17 22:00:00,attend_online_class,,,On,23,Off,On,,,,,,
2025-04-17 22:30:00,watch_media,,,On,24,On,On,,,,,,
2025-04-17 23:00:00,prepare_for_bed,,,On,23,Off,On,,,,,,
2025-04-17 23:30:00,shop_online,,,On,23,Off,On,,,,,,
2024-11-26 00:00:00,nap,,,On,22,Off,Off,,,,,,
2024-11-26 00:30:00,study,,,On,23,Off,On,,,,,,
2024-11-26 01:00:00,clean,,,On,23,Off,On,,,,,,
2024-11-26 01:30:00,browse_social_media,,,On,23,Off,On,,,,,,
2024-11-26 02:00:00,nap,,,On,23,Off,On,,,,,,
2024-11-26 02:30:00,cook,,,On,23,Off,On,,,,,,
2024-11-26 03:00:00,journal,,,On,23,Off,On,,,,,,
2024-11-26 03:30:00,nap,,,On,23,Off,On,,,,,,
2024-11-26 04:00:00,organize,,,On,23,Off,On,,,,,,
2024-11-26 04:30:00,take_out_trash,,,On,23,Off,On,,,,,,
2024-11-26 05:00:00,wake_up,,,On,23,Off,On,,,,,,
2024-11-26 05:30:00,wake_up,,,On,23,Off,On,,,,,,
2024-11-26 06:00:00,nap,,,On,23,Off,On,,,,,,
2024-11-26 06:30:00,shower,,,Off,23,Off,On,,,,,,
2024-11-26 07:00:00,sleep,,,On,21,Off,On,,,,,,
2024-11-26 07:30:00,do_laundry,,,On,21,Off,On,,,,,,
2024-11-26 08:00:00,grocery_shop,,,On,21,Off,On,,,,,,
2024-11-26 08:30:00,study,,,On,25,Off,On,,,,,,
2024-11-26 09:00:00,organize,,,On,25,Off,On,,,,,,
2024-11-26 09:30:00,do_laundry,,,On,25,Off,On,,,,,,
2024-11-26 10:00:00,shop_online,,,On,25,Off,On,,,,,,
2024-11-26 10:30:00,exercise,,,On,19,Off,On,,,,,,
2024-11-26 11:00:00,listen_music,,,On,19,Off,On,,,,,,
2024-11-26 11:30:00,watch_media,,,On,22,On,On,,,,,,
2024-11-26 12:00:00,meditate,,,On,22,On,On,,,,,,
2024-11-26 12:30:00,socialize,,,On,23,On,On,,,,,,
2024-11-26 13:00:00,take_out_trash,,,On,23,On,On,,,,,,
2024-11-26 13:30:00,organize,,,On,23,On,On,,,,,,
2024-11-26 14:00:00,attend_online_class,,,On,23,On,On,,,,,,
2024-11-26 14:30:00,charge_devices,,,On,23,On,On,,,,,,
2024-11-26 15:00:00,group_project,,,On,23,On,On,,,,,,
2024-11-26 15:30:00,pay_bills,Food Delivery Arrival,pay_bills,On,23,On,On,On,23.0,On,22.0,On,70.0
2024-11-26 16:00:00,socialize,,,On,23,On,On,,,,,,
2024-11-26 16:30:00,watch_media,,,On,23,On,On,,,,,,
2024-11-26 17:00:00,grocery_shop,Neighbor Playing Loud Music,grocery_shop,On,23,On,On,On,23.0,On,38.0,On,40.0
2024-11-26 17:30:00,communicate,,,On,23,On,On,,,,,,
2024-11-26 18:00:00,socialize,,,On,23,On,On,,,,,,
2024-11-26 18:30:00,listen_music,,,On,23,On,On,,,,,,
2024-11-26 19:00:00,group_project,Social Media Notification,group_project,On,23,On,On,On,23.0,On,35.0,On,70.0
2024-11-26 19:30:00,group_project,,,On,23,On,On,,,,,,
2024-11-26 20:00:00,shop_online,,,On,23,On,On,,,,,,
2024-11-26 20:30:00,drink,,,On,23,On,On,,,,,,
2024-11-26 21:00:00,clean,Doorbell,socialize,On,23,On,On,On,23.0,On,35.0,On,70.0
2024-11-26 21:30:00,meditate,,,On,23,On,On,,,,,,
2024-11-26 22:00:00,read,,,On,23,On,On,,,,,,
2024-11-26 22:30:00,eat_takeout,,,On,23,On,On,,,,,,
2024-11-26 23:00:00,cook,,,On,25,On,On,,,,,,
2024-11-26 23:30:00,charge_devices,,,On,25,On,On,,,,,,
2025-07-29 00:00:00,do_laundry,,,On,22,Off,Off,,,,,,
2025-07-29 00:30:00,clean,,,On,22,Off,Off,,,,,,
2025-07-29 01:00:00,nap,,,On,22,Off,Off,,,,,,
2025-07-29 01:30:00,set_alarms,,,On,22,Off,Off,,,,,,
2025-07-29 02:00:00,drink,,,On,22,Off,Off,,,,,,
2025-07-29 02:30:00,browse_social_media,,,On,22,Off,Off,,,,,,
2025-07-29 03:00:00,watch_media,Phone Call,communicate,On,24,On,On,On,24.0,On,34.0,On,40.0
2025-07-29 03:30:00,read,,,On,24,On,On,,,,,,
2025-07-29 04:00:00,clean,,,On,24,On,On,,,,,,
2025-07-29 04:30:00,meditate,Pet Needs Attention,meditate,On,24,On,On,On,22.0,Off,34.0,On,100.0
2025-07-29 05:00:00,meditate,Breaking News Alert,watch_media,On,22,Off,On,On,22.0,Off,34.0,On,100.0
2025-07-29 05:30:00,wake_up,,,On,23,Off,On,,,,,,
2025-07-29 06:00:00,eat_breakfast,,,On,23,Off,On,,,,,,
2025-07-29 06:30:00,meditate,,,On,23,Off,On,,,,,,
2025-07-29 07:00:00,watch_media,,,On,24,On,On,,,,,,
2025-07-29 07:30:00,shower,,,Off,24,On,On,,,,,,
2025-07-29 08:00:00,journal,,,Off,24,On,On,,,,,,
2025-07-29 08:30:00,journal,,,Off,24,On,On,,,,,,
2025-07-29 09:00:00,brush_teeth,,,Off,24,On,On,,,,,,
2025-07-29 09:30:00,listen_music,,,Off,24,On,On,,,,,,
2025-07-29 10:00:00,journal,,,Off,24,On,On,,,,,,
2025-07-29 10:30:00,take_out_trash,,,Off,24,On,On,,,,,,
2025-07-29 11:00:00,cook,,,On,24,On,On,,,,,,
2025-07-29 11:30:00,socialize,,,On,23,On,On,,,,,,
2025-07-29 12:00:00,game,,,On,22,On,On,,,,,,
2025-07-29 12:30:00,organize,,,On,22,On,On,,,,,,
2025-07-29 13:00:00,pay_bills,,,On,22,On,On,,,,,,
2025-07-29 13:30:00,organize,,,On,22,On,On,,,,,,
2025-07-29 14:00:00,listen_music,,,On,22,On,On,,,,,,
2025-07-29 14:30:00,communicate,,,On,22,On,On,,,,,,
2025-07-29 15:00:00,charge_devices,,,On,22,On,On,,,,,,
2025-07-29 15:30:00,eat_takeout,,,On,22,On,On,,,,,,
2025-07-29 16:00:00,grocery_shop,,,On,22,On,On,,,,,,
2025-07-29 16:30:00,game,Unexpected Guest,game,On,21,On,On,On,21.0,On,58.0,On,60.0
2025-07-29 17:00:00,do_laundry,,,On,21,On,On,,,,,,
2025-07-29 17:30:00,organize,,,On,21,On,On,,,,,,
2025-07-29 18:00:00,clean,,,On,21,On,On,,,,,,
2025-07-29 18:30:00,organize,,,On,21,On,On,,,,,,
2025-07-29 19:00:00,shop_online,,,On,21,On,On,,,,,,
2025-07-29 19:30:00,get_dressed,,,On,21,On,On,,,,,,
2025-07-29 20:00:00,eat_takeout,,,On,21,On,On,,,,,,
2025-07-29 20:30:00,meditate,,,On,21,On,On,,,,,,
2025-07-29 21:00:00,socialize,,,On,23,On,On,,,,,,
2025-07-29 21:30:00,game,,,On,22,On,On,,,,,,
2025-07-29 22:00:00,journal,,,On,22,On,On,,,,,,
2025-07-29 22:30:00,attend_online_class,,,On,22,On,On,,,,,,
2025-07-29 23:00:00,prepare_for_bed,,,On,23,Off,On,,,,,,
2025-07-29 23:30:00,watch_media,,,On,23,On,On,,,,,,
2025-09-12 00:00:00,nap,,,On,22,Off,Off,,,,,,
2025-09-12 00:30:00,charge_devices,Social Media Notification,browse_social_media,On,22,Off,Off,On,22.0,Off,0.0,Off,0.0
2025-09-12 01:00:00,charge_devices,,,On,22,Off,Off,,,,,,
2025-09-12 01:30:00,sleep,,,On,21,Off,On,,,,,,
2025-09-12 02:00:00,nap,,,On,21,Off,On,,,,,,
2025-09-12 02:30:00,prepare_for_bed,,,On,21,Off,On,,,,,,
2025-09-12 03:00:00,sleep,,,On,21,Off,On,,,,,,
2025-09-12 03:30:00,drink,,,On,21,Off,On,,,,,,
2025-09-12 04:00:00,prepare_for_bed,,,On,22,Off,On,,,,,,
2025-09-12 04:30:00,sleep,,,On,20,Off,On,,,,,,
2025-09-12 05:00:00,get_dressed,,,On,20,Off,On,,,,,,
2025-09-12 05:30:00,eat_breakfast,,,On,20,Off,On,,,,,,
2025-09-12 06:00:00,brush_teeth,,,On,20,Off,On,,,,,,
2025-09-12 06:30:00,sleep,Food Delivery Arrival,eat,On,21,Off,On,On,21.0,Off,0.0,On,10.0
2025-09-12 07:00:00,brush_teeth,,,On,21,Off,On,,,,,,
2025-09-12 07:30:00,shop_online,,,On,21,Off,On,,,,,,
2025-09-12 08:00:00,cook,,,On,23,Off,On,,,,,,
2025-09-12 08:30:00,do_laundry,,,On,23,Off,On,,,,,,
2025-09-12 09:00:00,read,,,On,23,Off,On,,,,,,
2025-09-12 09:30:00,exercise,,,On,18,Off,On,,,,,,
2025-09-12 10:00:00,study,,,On,23,Off,On,,,,,,
2025-09-12 10:30:00,meditate,,,On,23,Off,On,,,,,,
2025-09-12 11:00:00,nap,,,On,23,Off,On,,,,,,
2025-09-12 11:30:00,meditate,,,On,23,Off,On,,,,,,
2025-09-12 12:00:00,attend_online_class,,,On,23,Off,On,,,,,,
2025-09-12 12:30:00,game,,,On,22,On,On,,,,,,
2025-09-12 13:00:00,eat_takeout,Neighbor Playing Loud Music,eat_takeout,On,22,On,On,On,22.0,On,59.0,On,60.0
2025-09-12 13:30:00,pay_bills,,,On,22,On,On,,,,,,
2025-09-12 14:00:00,clean,,,On,22,On,On,,,,,,
2025-09-12 14:30:00,game,,,On,23,On,On,,,,,,
2025-09-12 15:00:00,drink,,,On,23,On,On,,,,,,
2025-09-12 15:30:00,attend_online_class,,,On,23,On,On,,,,,,
2025-09-12 16:00:00,journal,,,On,23,On,On,,,,,,
2025-09-12 16:30:00,organize,,,On,23,On,On,,,,,,
2025-09-12 17:00:00,listen_music,,,On,23,On,On,,,,,,
2025-09-12 17:30:00,shop_online,,,On,23,On,On,,,,,,
2025-09-12 18:00:00,pay_bills,,,On,23,On,On,,,,,,
2025-09-12 18:30:00,meditate,,,On,23,On,On,,,,,,
2025-09-12 19:00:00,socialize,,,On,24,On,On,,,,,,
2025-09-12 19:30:00,shower,,,Off,24,On,On,,,,,,
2025-09-12 20:00:00,grocery_shop,,,Off,24,On,On,,,,,,
2025-09-12 20:30:00,prepare_for_bed,,,On,21,Off,On,,,,,,
2025-09-12 21:00:00,group_project,,,On,21,Off,On,,,,,,
2025-09-12 21:30:00,do_laundry,Doorbell,do_laundry,On,21,Off,On,On,21.0,Off,23.0,On,30.0
2025-09-12 22:00:00,set_alarms,,,On,21,Off,On,,,,,,
2025-09-12 22:30:00,do_laundry,,,On,21,Off,On,,,,,,
2025-09-12 23:00:00,journal,,,On,21,Off,On,,,,,,
2025-09-12 23:30:00,clean,,,On,21,Off,On,,,,,,
2024-10-05 00:00:00,set_alarms,,,On,22,Off,Off,,,,,,
2024-10-05 00:30:00,drink,Breaking News Alert,drink,On,22,Off,Off,On,22.0,Off,0.0,Off,0.0
2024-10-05 01:00:00,charge_devices,,,On,22,Off,Off,,,,,,
2024-10-05 01:30:00,watch_media,,,On,24,On,On,,,,,,
2024-10-05 02:00:00,watch_media,Food Delivery Arrival,watch_media,On,24,On,On,On,24.0,On,36.0,On,40.0
2024-10-05 02:30:00,do_laundry,,,On,24,On,On,,,,,,
2024-10-05 03:00:00,watch_media,,,On,24,On,On,,,,,,
2024-10-05 03:30:00,charge_devices,,,On,24,On,On,,,,,,
2024-10-05 04:00:00,socialize,,,On,23,On,On,,,,,,
2024-10-05 04:30:00,game,,,On,22,On,On,,,,,,
2024-10-05 05:00:00,exercise,,,On,19,On,On,,,,,,
2024-10-05 05:30:00,game,,,On,22,On,On,,,,,,
2024-10-05 06:00:00,meditate,,,On,22,On,On,,,,,,
2024-10-05 06:30:00,eat_breakfast,,,On,22,On,On,,,,,,
2024-10-05 07:00:00,sleep,,,On,22,Off,On,,,,,,
2024-10-05 07:30:00,sleep,,,On,21,Off,On,,,,,,
2024-10-05 08:00:00,shower,,,Off,21,Off,On,,,,,,
2024-10-05 08:30:00,grocery_shop,,,Off,21,Off,On,,,,,,
2024-10-05 09:00:00,cook,,,On,24,Off,On,,,,,,
2024-10-05 09:30:00,listen_music,,,On,24,Off,On,,,,,,
2024-10-05 10:00:00,browse_social_media,,,On,24,Off,On,,,,,,
2024-10-05 10:30:00,listen_music,,,On,24,Off,On,,,,,,
2024-10-05 11:00:00,read,,,On,24,Off,On,,,,,,
2024-10-05 11:30:00,group_project,,,On,24,Off,On,,,,,,
2024-10-05 12:00:00,nap,,,On,24,Off,On,,,,,,
2024-10-05 12:30:00,charge_devices,,,On,24,Off,On,,,,,,
2024-10-05 13:00:00,brush_teeth,,,On,24,Off,On,,,,,,
2024-10-05 13:30:00,sleep,,,On,21,Off,On,,,,,,
2024-10-05 14:00:00,journal,,,On,21,Off,On,,,,,,
2024-10-05 14:30:00,group_project,,,On,21,Off,On,,,,,,
2024-10-05 15:00:00,browse_social_media,,,On,21,Off,On,,,,,,
2024-10-05 15:30:00,shop_online,,,On,21,Off,On,,,,,,
2024-10-05 16:00:00,meditate,,,On,21,Off,On,,,,,,
2024-10-05 16:30:00,eat_takeout,,,On,21,Off,On,,,,,,
2024-10-05 17:00:00,game,Doorbell,socialize,On,21,On,On,On,21.0,On,45.0,On,60.0
2024-10-05 17:30:00,organize,,,On,21,On,On,,,,,,
2024-10-05 18:00:00,communicate,,,On,21,On,On,,,,,,
2024-10-05 18:30:00,socialize,,,On,24,On,On,,,,,,
2024-10-05 19:00:00,charge_devices,,,On,24,On,On,,,,,,
2024-10-05 19:30:00,socialize,,,On,24,On,On,,,,,,
2024-10-05 20:00:00,take_out_trash,,,On,24,On,On,,,,,,
2024-10-05 20:30:00,charge_devices,,,On,24,On,On,,,,,,
